validTimeUtc,dayOfWeek,dayOrNight,expirationTimeUtc,iconCode,iconCodeExtend,precipChance,precipType,pressureMeanSeaLevel,qpf,qpfSnow,relativeHumidity,temperature,temperatureDewPoint,temperatureFeelsLike,temperatureHeatIndex,temperatureWindChill,uvDescription,uvIndex,validTimeLocal,cloudCover,visibility,windDirection,windDirectionCardinal,windGust,windSpeed,wxPhraseLong,wxPhraseShort,wxSeverity
Wednesday May 10 2023 at 1:00:00 PM,Wednesday,D,1683305963,30,3000,3,rain,30.16,0,0,50,64,45,64,64,64,Very High,8,2023-05-10T13:00:00-0400,42,10,54,NE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 2:00:00 PM,Wednesday,D,1683305963,30,3000,15,rain,30.16,0,0,49,65,45,65,65,65,High,7,2023-05-10T14:00:00-0400,52,10,60,ENE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 3:00:00 PM,Wednesday,D,1683305963,30,3000,15,rain,30.15,0,0,47,66,45,66,66,66,High,6,2023-05-10T15:00:00-0400,54,10,68,ENE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 4:00:00 PM,Wednesday,D,1683305963,30,3000,15,rain,30.15,0,0,45,66,44,66,66,66,Moderate,4,2023-05-10T16:00:00-0400,58,10,70,ENE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 5:00:00 PM,Wednesday,D,1683305963,30,3000,15,rain,30.15,0,0,46,66,44,66,66,66,Low,2,2023-05-10T17:00:00-0400,59,10,71,ENE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 6:00:00 PM,Wednesday,D,1683305963,30,3000,15,rain,30.16,0,0,48,65,45,65,65,65,Low,1,2023-05-10T18:00:00-0400,56,10,90,E,,7,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 7:00:00 PM,Wednesday,D,1683305963,30,3000,2,rain,30.17,0,0,52,63,45,63,63,63,Low,0,2023-05-10T19:00:00-0400,39,10,109,ESE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 8:00:00 PM,Wednesday,D,1683305963,30,3000,1,rain,30.19,0,0,57,60,45,60,60,60,Low,0,2023-05-10T20:00:00-0400,36,10,122,ESE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 9:00:00 PM,Wednesday,N,1683305963,29,2900,1,rain,30.2,0,0,63,57,45,56,57,56,Low,0,2023-05-10T21:00:00-0400,31,10,128,SE,,6,Partly Cloudy,P Cloudy,1
Wednesday May 10 2023 at 10:00:00 PM,Wednesday,N,1683305963,33,3300,2,rain,30.21,0,0,65,55,44,54,55,54,Low,0,2023-05-10T22:00:00-0400,28,10,132,SE,,6,Mostly Clear,M Clear,1
Wednesday May 10 2023 at 11:00:00 PM,Wednesday,N,1683305963,33,3300,3,rain,30.23,0,0,69,54,44,52,54,52,Low,0,2023-05-10T23:00:00-0400,24,10,144,SE,,6,Mostly Clear,M Clear,1
Thursday May 11 2023 at 12:00:00 AM,Thursday,N,1683305963,33,3300,3,rain,30.23,0,0,73,52,44,51,52,51,Low,0,2023-05-11T00:00:00-0400,20,10,146,SE,,5,Mostly Clear,M Clear,1
Thursday May 11 2023 at 1:00:00 AM,Thursday,N,1683305963,31,3100,4,rain,30.24,0,0,75,51,44,51,51,51,Low,0,2023-05-11T01:00:00-0400,16,10,0,N,,4,Clear,Clear,1
Thursday May 11 2023 at 2:00:00 AM,Thursday,N,1683305963,31,3100,4,rain,30.24,0,0,75,51,43,51,51,51,Low,0,2023-05-11T02:00:00-0400,13,10,18,NNE,,3,Clear,Clear,1
Thursday May 11 2023 at 3:00:00 AM,Thursday,N,1683305963,31,3100,5,rain,30.25,0,0,76,50,43,50,50,50,Low,0,2023-05-11T03:00:00-0400,16,10,359,N,,3,Clear,Clear,1
Thursday May 11 2023 at 4:00:00 AM,Thursday,N,1683305963,33,3300,5,rain,30.26,0,0,76,50,43,50,50,50,Low,0,2023-05-11T04:00:00-0400,21,10,11,N,,3,Mostly Clear,M Clear,1
Thursday May 11 2023 at 5:00:00 AM,Thursday,N,1683305963,33,3300,5,rain,30.27,0,0,76,50,43,50,50,50,Low,0,2023-05-11T05:00:00-0400,25,10,352,N,,3,Mostly Clear,M Clear,1
Thursday May 11 2023 at 6:00:00 AM,Thursday,D,1683305963,34,3400,4,rain,30.28,0,0,74,51,43,50,51,50,Low,0,2023-05-11T06:00:00-0400,25,10,6,N,,3,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 7:00:00 AM,Thursday,D,1683305963,34,3400,4,rain,30.29,0,0,74,52,44,51,52,51,Low,0,2023-05-11T07:00:00-0400,24,10,14,NNE,,3,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 8:00:00 AM,Thursday,D,1683305963,34,3400,3,rain,30.3,0,0,68,55,44,54,55,54,Low,1,2023-05-11T08:00:00-0400,22,10,10,N,,4,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 9:00:00 AM,Thursday,D,1683305963,32,3200,2,rain,30.31,0,0,62,58,45,58,58,58,Low,2,2023-05-11T09:00:00-0400,19,10,11,N,,5,Sunny,Sunny,1
Thursday May 11 2023 at 10:00:00 AM,Thursday,D,1683305963,32,3200,1,rain,30.31,0,0,55,61,45,61,61,61,Moderate,4,2023-05-11T10:00:00-0400,14,10,24,NNE,,5,Sunny,Sunny,1
Thursday May 11 2023 at 11:00:00 AM,Thursday,D,1683305963,32,3200,0,rain,30.3,0,0,50,64,45,64,64,64,High,6,2023-05-11T11:00:00-0400,13,10,33,NNE,,5,Sunny,Sunny,1
Thursday May 11 2023 at 12:00:00 PM,Thursday,D,1683305963,32,3200,0,rain,30.29,0,0,46,66,45,66,66,66,Very High,8,2023-05-11T12:00:00-0400,14,10,68,ENE,,5,Sunny,Sunny,1
Thursday May 11 2023 at 1:00:00 PM,Thursday,D,1683305963,32,3200,0,rain,30.27,0,0,43,68,45,68,68,68,Very High,8,2023-05-11T13:00:00-0400,15,10,116,ESE,,5,Sunny,Sunny,1
Thursday May 11 2023 at 2:00:00 PM,Thursday,D,1683305963,32,3200,0,rain,30.26,0,0,43,69,46,69,69,69,Very High,8,2023-05-11T14:00:00-0400,15,10,165,SSE,,5,Sunny,Sunny,1
Thursday May 11 2023 at 3:00:00 PM,Thursday,D,1683305963,32,3200,0,rain,30.25,0,0,41,71,46,71,71,71,High,6,2023-05-11T15:00:00-0400,16,10,167,SSE,,6,Sunny,Sunny,1
Thursday May 11 2023 at 4:00:00 PM,Thursday,D,1683305963,32,3200,0,rain,30.24,0,0,42,71,46,71,71,71,Moderate,4,2023-05-11T16:00:00-0400,18,10,176,S,,7,Sunny,Sunny,1
Thursday May 11 2023 at 5:00:00 PM,Thursday,D,1683305963,34,3400,0,rain,30.23,0,0,43,70,46,70,70,70,Low,2,2023-05-11T17:00:00-0400,20,10,196,SSW,,7,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 6:00:00 PM,Thursday,D,1683305963,34,3400,0,rain,30.22,0,0,46,69,47,69,69,69,Low,1,2023-05-11T18:00:00-0400,23,10,186,S,,8,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 7:00:00 PM,Thursday,D,1683305963,34,3400,0,rain,30.23,0,0,51,66,48,66,66,66,Low,0,2023-05-11T19:00:00-0400,26,10,180,S,,7,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 8:00:00 PM,Thursday,D,1683305963,34,3400,1,rain,30.23,0,0,57,63,48,63,63,63,Low,0,2023-05-11T20:00:00-0400,28,10,172,S,,6,Mostly Sunny,M Sunny,1
Thursday May 11 2023 at 9:00:00 PM,Thursday,N,1683305963,33,3300,1,rain,30.24,0,0,60,61,47,61,61,61,Low,0,2023-05-11T21:00:00-0400,27,10,172,S,,6,Mostly Clear,M Clear,1
Thursday May 11 2023 at 10:00:00 PM,Thursday,N,1683305963,33,3300,2,rain,30.25,0,0,64,59,46,58,59,58,Low,0,2023-05-11T22:00:00-0400,25,10,180,S,,6,Mostly Clear,M Clear,1
Thursday May 11 2023 at 11:00:00 PM,Thursday,N,1683305963,33,3300,2,rain,30.26,0,0,67,57,46,55,57,55,Low,0,2023-05-11T23:00:00-0400,22,10,215,SW,,6,Mostly Clear,M Clear,1
Friday May 12 2023 at 12:00:00 AM,Friday,N,1683305963,31,3100,3,rain,30.26,0,0,70,55,46,54,55,54,Low,0,2023-05-12T00:00:00-0400,19,10,225,SW,,5,Clear,Clear,1
Friday May 12 2023 at 1:00:00 AM,Friday,N,1683305963,31,3100,3,rain,30.25,0,0,72,55,46,54,55,54,Low,0,2023-05-12T01:00:00-0400,17,10,250,WSW,,5,Clear,Clear,1
Friday May 12 2023 at 2:00:00 AM,Friday,N,1683305963,31,3100,4,rain,30.25,0,0,73,54,45,53,54,53,Low,0,2023-05-12T02:00:00-0400,16,10,253,WSW,,4,Clear,Clear,1
Friday May 12 2023 at 3:00:00 AM,Friday,N,1683305963,31,3100,4,rain,30.25,0,0,74,53,45,52,53,52,Low,0,2023-05-12T03:00:00-0400,19,10,246,WSW,,4,Clear,Clear,1
Friday May 12 2023 at 4:00:00 AM,Friday,N,1683305963,33,3300,5,rain,30.25,0,0,77,52,45,51,52,51,Low,0,2023-05-12T04:00:00-0400,24,10,247,WSW,,4,Mostly Clear,M Clear,1
Friday May 12 2023 at 5:00:00 AM,Friday,N,1683305963,33,3300,5,rain,30.25,0,0,78,52,45,51,52,51,Low,0,2023-05-12T05:00:00-0400,29,10,263,W,,4,Mostly Clear,M Clear,1
Friday May 12 2023 at 6:00:00 AM,Friday,D,1683305963,30,3000,5,rain,30.26,0,0,76,53,46,52,53,52,Low,0,2023-05-12T06:00:00-0400,33,10,262,W,,4,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 7:00:00 AM,Friday,D,1683305963,30,3000,4,rain,30.27,0,0,75,54,47,54,54,54,Low,0,2023-05-12T07:00:00-0400,39,10,263,W,,4,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 8:00:00 AM,Friday,D,1683305963,30,3000,6,rain,30.27,0,0,70,58,48,57,58,57,Low,1,2023-05-12T08:00:00-0400,42,10,276,W,,5,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 9:00:00 AM,Friday,D,1683305963,30,3000,5,rain,30.27,0,0,64,61,49,61,61,61,Low,2,2023-05-12T09:00:00-0400,44,10,259,WSW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 10:00:00 AM,Friday,D,1683305963,30,3000,3,rain,30.26,0,0,57,65,49,65,65,65,Moderate,4,2023-05-12T10:00:00-0400,46,10,248,WSW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 11:00:00 AM,Friday,D,1683305963,30,3000,8,rain,30.24,0,0,51,68,49,68,68,68,High,6,2023-05-12T11:00:00-0400,48,10,235,SW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 12:00:00 PM,Friday,D,1683305963,30,3000,7,rain,30.23,0,0,48,70,50,70,70,70,High,7,2023-05-12T12:00:00-0400,51,10,222,SW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 1:00:00 PM,Friday,D,1683305963,30,3000,7,rain,30.21,0,0,45,72,49,72,72,72,Very High,8,2023-05-12T13:00:00-0400,54,10,223,SW,,7,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 2:00:00 PM,Friday,D,1683305963,30,3000,3,rain,30.19,0,0,44,73,50,73,73,73,High,7,2023-05-12T14:00:00-0400,57,10,218,SW,,7,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 3:00:00 PM,Friday,D,1683305963,30,3000,3,rain,30.18,0,0,44,74,50,74,74,74,High,6,2023-05-12T15:00:00-0400,57,10,214,SSW,,8,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 4:00:00 PM,Friday,D,1683305963,30,3000,6,rain,30.16,0,0,44,74,51,74,74,74,Moderate,4,2023-05-12T16:00:00-0400,58,10,214,SW,,8,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 5:00:00 PM,Friday,D,1683305963,30,3000,8,rain,30.15,0,0,46,73,51,73,73,73,Low,2,2023-05-12T17:00:00-0400,58,10,222,SW,,8,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 6:00:00 PM,Friday,D,1683305963,30,3000,10,rain,30.14,0,0,50,72,52,72,72,72,Low,1,2023-05-12T18:00:00-0400,58,10,213,SSW,,8,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 7:00:00 PM,Friday,D,1683305963,30,3000,12,rain,30.14,0,0,54,70,53,70,70,70,Low,0,2023-05-12T19:00:00-0400,58,10,206,SSW,,7,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 8:00:00 PM,Friday,D,1683305963,30,3000,10,rain,30.14,0,0,59,67,53,67,67,67,Low,0,2023-05-12T20:00:00-0400,57,10,199,SSW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 9:00:00 PM,Friday,N,1683305963,29,2900,9,rain,30.14,0,0,63,66,53,66,66,66,Low,0,2023-05-12T21:00:00-0400,57,10,196,SSW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 10:00:00 PM,Friday,N,1683305963,29,2900,9,rain,30.15,0,0,67,64,53,64,64,64,Low,0,2023-05-12T22:00:00-0400,58,10,203,SSW,,6,Partly Cloudy,P Cloudy,1
Friday May 12 2023 at 11:00:00 PM,Friday,N,1683305963,29,2900,7,rain,30.15,0,0,70,62,52,62,62,62,Low,0,2023-05-12T23:00:00-0400,58,10,230,SW,,7,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 12:00:00 AM,Saturday,N,1683305963,29,2900,7,rain,30.14,0,0,72,61,52,60,61,60,Low,0,2023-05-13T00:00:00-0400,51,10,230,SW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 1:00:00 AM,Saturday,N,1683305963,29,2900,8,rain,30.14,0,0,73,60,51,59,60,59,Low,0,2023-05-13T01:00:00-0400,42,9,243,WSW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 2:00:00 AM,Saturday,N,1683305963,29,2900,8,rain,30.13,0,0,73,59,50,58,59,58,Low,0,2023-05-13T02:00:00-0400,35,9,239,WSW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 3:00:00 AM,Saturday,N,1683305963,29,2900,9,rain,30.13,0,0,76,58,50,57,58,57,Low,0,2023-05-13T03:00:00-0400,36,9,231,SW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 4:00:00 AM,Saturday,N,1683305963,29,2900,9,rain,30.13,0,0,77,57,50,57,57,57,Low,0,2023-05-13T04:00:00-0400,38,10,222,SW,,5,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 5:00:00 AM,Saturday,N,1683305963,29,2900,10,rain,30.13,0,0,77,57,50,57,57,57,Low,0,2023-05-13T05:00:00-0400,39,10,239,WSW,,5,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 6:00:00 AM,Saturday,D,1683305963,30,3000,9,rain,30.14,0,0,77,58,51,57,58,57,Low,0,2023-05-13T06:00:00-0400,38,10,236,SW,,5,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 7:00:00 AM,Saturday,D,1683305963,30,3000,9,rain,30.14,0,0,76,59,51,59,59,59,Low,0,2023-05-13T07:00:00-0400,36,10,241,WSW,,5,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 8:00:00 AM,Saturday,D,1683305963,30,3000,10,rain,30.14,0,0,72,62,53,62,62,62,Low,1,2023-05-13T08:00:00-0400,36,10,260,W,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 9:00:00 AM,Saturday,D,1683305963,30,3000,9,rain,30.13,0,0,66,66,54,66,66,66,Low,2,2023-05-13T09:00:00-0400,38,10,256,WSW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 10:00:00 AM,Saturday,D,1683305963,30,3000,7,rain,30.12,0,0,61,68,54,68,68,68,Moderate,4,2023-05-13T10:00:00-0400,41,10,256,WSW,,7,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 11:00:00 AM,Saturday,D,1683305963,30,3000,5,rain,30.11,0,0,56,71,55,71,71,71,High,6,2023-05-13T11:00:00-0400,44,10,253,WSW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 12:00:00 PM,Saturday,D,1683305963,30,3000,4,rain,30.1,0,0,53,74,56,74,74,74,Very High,8,2023-05-13T12:00:00-0400,46,10,245,WSW,,7,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 1:00:00 PM,Saturday,D,1683305963,30,3000,4,rain,30.09,0,0,50,76,56,76,76,76,Very High,8,2023-05-13T13:00:00-0400,47,10,238,WSW,,7,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 2:00:00 PM,Saturday,D,1683305963,30,3000,15,rain,30.08,0,0,48,78,57,79,79,78,Very High,8,2023-05-13T14:00:00-0400,48,10,240,WSW,,7,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 3:00:00 PM,Saturday,D,1683305963,30,3000,15,rain,30.06,0,0,48,79,57,80,80,79,High,6,2023-05-13T15:00:00-0400,48,10,233,SW,,8,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 4:00:00 PM,Saturday,D,1683305963,30,3000,17,rain,30.05,0,0,47,79,57,80,80,79,Moderate,4,2023-05-13T16:00:00-0400,46,10,229,SW,,8,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 5:00:00 PM,Saturday,D,1683305963,30,3000,16,rain,30.04,0,0,48,78,57,80,80,78,Low,2,2023-05-13T17:00:00-0400,44,10,234,SW,,8,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 6:00:00 PM,Saturday,D,1683305963,30,3000,17,rain,30.04,0,0,52,77,58,77,77,77,Low,1,2023-05-13T18:00:00-0400,42,10,225,SW,,8,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 7:00:00 PM,Saturday,D,1683305963,30,3000,20,rain,30.04,0,0,57,75,58,75,75,75,Low,0,2023-05-13T19:00:00-0400,42,10,225,SW,,7,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 8:00:00 PM,Saturday,D,1683305963,30,3000,21,rain,30.04,0,0,63,72,58,72,72,72,Low,0,2023-05-13T20:00:00-0400,43,10,223,SW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 9:00:00 PM,Saturday,N,1683305963,29,2900,22,rain,30.04,0,0,66,70,58,70,70,70,Low,0,2023-05-13T21:00:00-0400,45,10,217,SW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 10:00:00 PM,Saturday,N,1683305963,29,2900,22,rain,30.05,0,0,71,68,59,68,68,68,Low,0,2023-05-13T22:00:00-0400,48,9,222,SW,,6,Partly Cloudy,P Cloudy,1
Saturday May 13 2023 at 11:00:00 PM,Saturday,N,1683305963,29,2900,23,rain,30.05,0,0,75,66,58,66,66,66,Low,0,2023-05-13T23:00:00-0400,53,9,247,WSW,,6,Partly Cloudy,P Cloudy,1
Sunday May 14 2023 at 12:00:00 AM,Sunday,N,1683305963,29,2900,23,rain,30.05,0,0,77,65,58,65,65,65,Low,0,2023-05-14T00:00:00-0400,57,9,256,WSW,,6,Partly Cloudy,P Cloudy,1
Sunday May 14 2023 at 1:00:00 AM,Sunday,N,1683305963,27,2700,20,rain,30.05,0,0,79,64,58,64,64,64,Low,0,2023-05-14T01:00:00-0400,61,9,270,W,,5,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 2:00:00 AM,Sunday,N,1683305963,27,2700,21,rain,30.05,0,0,81,63,57,63,63,63,Low,0,2023-05-14T02:00:00-0400,63,9,281,W,,5,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 3:00:00 AM,Sunday,N,1683305963,27,2700,22,rain,30.05,0,0,81,62,57,62,62,62,Low,0,2023-05-14T03:00:00-0400,62,9,276,W,,5,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 4:00:00 AM,Sunday,N,1683305963,27,2700,22,rain,30.05,0,0,82,62,56,62,62,62,Low,0,2023-05-14T04:00:00-0400,61,9,286,WNW,,5,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 5:00:00 AM,Sunday,N,1683305963,27,2700,22,rain,30.05,0,0,81,62,56,62,62,62,Low,0,2023-05-14T05:00:00-0400,60,9,294,WNW,,6,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 6:00:00 AM,Sunday,D,1683305963,28,2800,21,rain,30.05,0,0,82,62,56,62,62,62,Low,0,2023-05-14T06:00:00-0400,60,9,306,NW,,6,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 7:00:00 AM,Sunday,D,1683305963,28,2800,21,rain,30.06,0,0,79,63,56,63,63,63,Low,0,2023-05-14T07:00:00-0400,61,9,315,NW,,6,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 8:00:00 AM,Sunday,D,1683305963,28,2800,18,rain,30.06,0,0,74,65,57,65,65,65,Low,1,2023-05-14T08:00:00-0400,62,10,315,NW,,7,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 9:00:00 AM,Sunday,D,1683305963,28,2800,16,rain,30.05,0,0,68,68,57,68,68,68,Low,2,2023-05-14T09:00:00-0400,62,10,302,WNW,,8,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 10:00:00 AM,Sunday,D,1683305963,28,2800,14,rain,30.04,0,0,62,71,57,71,71,71,Moderate,4,2023-05-14T10:00:00-0400,62,10,287,WNW,,8,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 11:00:00 AM,Sunday,D,1683305963,28,2800,16,rain,30.03,0,0,56,73,56,73,73,73,Moderate,5,2023-05-14T11:00:00-0400,63,10,270,W,,9,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 12:00:00 PM,Sunday,D,1683305963,28,2800,16,rain,30.02,0,0,54,75,57,75,75,75,High,6,2023-05-14T12:00:00-0400,65,10,266,W,16,9,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 1:00:00 PM,Sunday,D,1683305963,28,2800,18,rain,30.01,0,0,52,75,56,75,75,75,High,7,2023-05-14T13:00:00-0400,68,10,253,WSW,17,9,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 2:00:00 PM,Sunday,D,1683305963,28,2800,14,rain,30,0,0,51,76,56,76,76,76,High,6,2023-05-14T14:00:00-0400,70,10,253,WSW,17,9,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 3:00:00 PM,Sunday,D,1683305963,28,2800,14,rain,29.98,0,0,50,76,56,76,76,76,Moderate,5,2023-05-14T15:00:00-0400,68,10,240,WSW,18,10,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 4:00:00 PM,Sunday,D,1683305963,28,2800,15,rain,29.98,0,0,48,77,56,77,77,77,Moderate,3,2023-05-14T16:00:00-0400,64,10,231,SW,18,10,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 5:00:00 PM,Sunday,D,1683305963,28,2800,24,rain,29.97,0,0,50,76,56,76,76,76,Low,2,2023-05-14T17:00:00-0400,61,10,232,SW,18,10,Mostly Cloudy,M Cloudy,1
Sunday May 14 2023 at 6:00:00 PM,Sunday,D,1683305963,11,4600,31,rain,29.96,0.01,0,53,75,57,75,75,75,Low,1,2023-05-14T18:00:00-0400,60,10,225,SW,17,10,Few Showers,Few Showers,1
Sunday May 14 2023 at 7:00:00 PM,Sunday,D,1683305963,11,4600,33,rain,29.96,0.01,0,57,73,57,73,73,73,Low,0,2023-05-14T19:00:00-0400,60,9,232,SW,,8,Few Showers,Few Showers,1
Sunday May 14 2023 at 8:00:00 PM,Sunday,D,1683305963,11,1100,50,rain,29.96,0.04,0,60,71,57,71,71,71,Low,0,2023-05-14T20:00:00-0400,60,8,237,WSW,,7,Showers,Showers,1
Sunday May 14 2023 at 9:00:00 PM,Sunday,N,1683305963,11,1100,50,rain,29.88,0.03,0,66,69,57,69,69,69,Low,0,2023-05-14T21:00:00-0400,64,8,243,WSW,,8,Showers,Showers,1
Sunday May 14 2023 at 10:00:00 PM,Sunday,N,1683305963,11,1100,50,rain,29.89,0.02,0,69,67,57,67,67,67,Low,0,2023-05-14T22:00:00-0400,64,8,244,WSW,,8,Showers,Showers,1
Sunday May 14 2023 at 11:00:00 PM,Sunday,N,1683305963,27,2700,24,rain,29.9,0,0,69,66,56,66,66,66,Low,0,2023-05-14T23:00:00-0400,64,8,270,W,,8,Mostly Cloudy,M Cloudy,1
Monday May 15 2023 at 12:00:00 AM,Monday,N,1683305963,27,2700,24,rain,29.9,0,0,72,65,56,65,65,65,Low,0,2023-05-15T00:00:00-0400,64,8,284,WNW,,8,Mostly Cloudy,M Cloudy,1
Monday May 15 2023 at 1:00:00 AM,Monday,N,1683305963,27,2700,24,rain,29.91,0,0,74,64,56,64,64,64,Low,0,2023-05-15T01:00:00-0400,64,9,298,WNW,,7,Mostly Cloudy,M Cloudy,1
Monday May 15 2023 at 2:00:00 AM,Monday,N,1683305963,11,4600,30,rain,29.92,0,0,75,63,55,63,63,63,Low,0,2023-05-15T02:00:00-0400,64,9,308,NW,,7,Few Showers,Few Showers,1
Monday May 15 2023 at 3:00:00 AM,Monday,N,1683305963,11,4600,32,rain,29.93,0,0,77,62,55,62,62,62,Low,0,2023-05-15T03:00:00-0400,61,9,308,NW,,7,Few Showers,Few Showers,1
Monday May 15 2023 at 4:00:00 AM,Monday,N,1683305963,11,4600,34,rain,29.93,0,0,77,62,54,61,62,61,Low,0,2023-05-15T04:00:00-0400,55,10,315,NW,,7,Few Showers,Few Showers,1
Monday May 15 2023 at 5:00:00 AM,Monday,N,1683305963,11,1100,36,rain,29.94,0.01,0,77,61,54,60,61,60,Low,0,2023-05-15T05:00:00-0400,50,9,311,NW,,7,Showers,Showers,1
Monday May 15 2023 at 6:00:00 AM,Monday,D,1683305963,11,1100,37,rain,29.95,0.01,0,77,61,54,60,61,60,Low,0,2023-05-15T06:00:00-0400,50,9,319,NW,,8,Showers,Showers,1
Monday May 15 2023 at 7:00:00 AM,Monday,D,1683305963,11,1100,37,rain,29.96,0.01,0,75,62,54,61,62,61,Low,0,2023-05-15T07:00:00-0400,50,9,315,NW,,8,Showers,Showers,1
Monday May 15 2023 at 8:00:00 AM,Monday,D,1683305963,11,4600,32,rain,29.97,0.01,0,73,63,54,63,63,63,Low,1,2023-05-15T08:00:00-0400,40,10,315,NW,,9,Few Showers,Few Showers,1
Monday May 15 2023 at 9:00:00 AM,Monday,D,1683305963,30,3000,24,rain,29.98,0,0,68,66,55,66,66,66,Low,2,2023-05-15T09:00:00-0400,37,10,303,WNW,,9,Partly Cloudy,P Cloudy,1
Monday May 15 2023 at 10:00:00 AM,Monday,D,1683305963,30,3000,24,rain,29.98,0,0,62,68,54,68,68,68,Moderate,4,2023-05-15T10:00:00-0400,36,10,298,WNW,,10,Partly Cloudy,P Cloudy,1
Monday May 15 2023 at 11:00:00 AM,Monday,D,1683305963,30,3000,20,rain,29.98,0,0,58,69,54,69,69,69,High,6,2023-05-15T11:00:00-0400,35,10,287,WNW,,10,Partly Cloudy,P Cloudy,1
Monday May 15 2023 at 12:00:00 PM,Monday,D,1683305963,30,3000,16,rain,29.97,0,0,55,71,54,71,71,71,Very High,8,2023-05-15T12:00:00-0400,35,10,280,W,,10,Partly Cloudy,P Cloudy,1
Monday May 15 2023 at 1:00:00 PM,Monday,D,1683305963,30,3000,13,rain,29.97,0,0,53,72,54,72,72,72,Very High,8,2023-05-15T13:00:00-0400,35,10,270,W,,10,Partly Cloudy,P Cloudy,1
